floor,sq_mt_built,sq_mt_useful,n_rooms,built_year,has_terrace,has_balcony,is_renewal_needed,has_garden,has_lift,has_ac,has_pool,has_parking,house_type_Casa,house_type_Dúplex,house_type_Piso,house_type_Ático,heating_type_central,heating_type_individual,heating_type_unknown,orientation,price_category,is_exterior_0,is_exterior_1,is_exterior_2,price_per_m2,is_district__1,is_district__2,is_district__3,is_district__4,is_district__5,is_district__6,is_district__7,is_district__8,is_district__9,is_district__10,is_district__11,is_district__12,is_district__13,is_district__14,is_district__15,is_district__17,is_district__18,is_district__19,is_district__20,is_district__21,is_ernegy_certificate__A,is_ernegy_certificate__B,is_ernegy_certificate__C,is_ernegy_certificate__D,is_ernegy_certificate__E,is_ernegy_certificate__F,is_ernegy_certificate__G
3.0,-0.6175355198221978,-0.5084543443993236,-0.665855326481734,1960,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,west,Low,0,1,0,1308.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.0,-0.57270479870644,-0.16655657970441226,-0.003806279590717332,1964,1,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,-0.393381914243409,-0.6164220595661376,-0.665855326481734,1953,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.6175355198221978,-0.16655657970441226,-0.665855326481734,1955,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.28877689830664094,0.03138423143474689,-0.665855326481734,2003,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,all,Medium-Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,-0.15428473495936768,0.4632550921020032,0.6582427673002993,1981,1,1,0,0,0,0.0,0.0,1,0,0,1,0,0,1,0,east,Medium-Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.19911545607512543,0.21133042337943703,1.320291814191316,2002,1,1,0,0,0,1.0,1.0,1,0,0,1,0,0,1,0,south,Medium-Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,-0.16175652181199396,0.21133042337943703,-0.003806279590717332,1953,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,south,Medium-Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.4680997827696719,-0.3285081524546334,-0.003806279590717332,2007,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.0,-0.4606279959170456,-0.16655657970441226,-0.665855326481734,1950,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,west,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,-0.5801765855590663,-0.16655657970441226,-0.665855326481734,1963,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6.0,-0.18417188236987284,0.175341184990499,-0.003806279590717332,2003,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,0,1,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.17670009551724655,0.2833089001573131,-0.003806279590717332,1992,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,0,1,east,Medium-Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.28130511145401466,0.03138423143474689,-0.003806279590717332,1983,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Medium-Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,-0.6175355198221978,-0.16655657970441226,-0.003806279590717332,1960,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1308.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3.0,-0.23647439033825687,-0.16655657970441226,-0.003806279590717332,1963,1,2,0,0,2,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,-0.23647439033825687,-0.004605006954191137,-0.003806279590717332,1971,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.6100637329695714,-0.16655657970441226,-0.003806279590717332,1967,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.5353458644433086,-0.16655657970441226,-0.003806279590717332,1967,1,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-0.6474226672327029,-0.16655657970441226,-0.665855326481734,1978,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1308.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,-0.6474226672327029,-0.16655657970441226,-0.665855326481734,1967,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.38591012739078273,-0.16655657970441226,0.6582427673002993,1920,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,-0.5278740775906823,-0.16655657970441226,-0.003806279590717332,1967,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.5,-0.7146687489063395,-0.16655657970441226,-0.665855326481734,1964,2,2,0,0,2,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.09451044013835735,-0.16655657970441226,-0.003806279590717332,1937,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.6324790935274504,-0.16655657970441226,-0.665855326481734,1967,1,2,0,0,2,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3.0,-0.5353458644433086,-0.3644973908435714,-0.003806279590717332,1984,1,2,0,0,0,1.0,0.0,1,0,0,1,0,0,1,0,east,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.25888975089613575,-0.0945781029265362,0.6582427673002993,2006,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,east-south-west,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.0,-0.6100637329695714,-0.4544704868159165,-0.003806279590717332,1976,2,2,1,0,1,0.0,1.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.57270479870644,-0.4544704868159165,-0.665855326481734,1968,1,1,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.5353458644433086,-0.16655657970441226,-1.3279043733727507,2008,2,1,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,all,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.0,-0.17670009551724655,-0.16655657970441226,-0.003806279590717332,2002,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-0.6399508803800766,-0.16655657970441226,-0.003806279590717332,1971,1,2,0,0,2,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,-0.5577612250011874,-0.40048662923250944,-0.665855326481734,1983,2,1,0,0,0,1.0,0.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.0,-0.6399508803800766,-0.5804328211771996,-0.003806279590717332,1966,2,1,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,north-south,Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,-0.5652330118538137,-0.16655657970441226,-0.003806279590717332,1980,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,-0.44568442221179305,-0.3285081524546334,-0.003806279590717332,1971,1,2,1,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.6474226672327029,-1.5701368768729953,-0.665855326481734,1961,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,south,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,-0.5129305038854297,-0.4544704868159165,0.6582427673002993,1959,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,south,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,-0.7071969620537132,-0.8503521090942348,-1.3279043733727507,1965,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,0,1,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7.0,-0.16175652181199396,-0.16655657970441226,-0.003806279590717332,2004,1,2,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,-0.5353458644433086,-0.16655657970441226,-1.9899534202637674,2008,1,1,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,all,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.0,-0.3709665536855301,-0.27452429487122637,-0.665855326481734,1979,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.0,-0.4008537010960353,-0.3285081524546334,-0.665855326481734,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0,-0.32613583256977235,-0.16655657970441226,0.6582427673002993,1946,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.0,-0.4755715696222982,-0.3465027716491024,-0.665855326481734,2020,1,2,0,0,1,1.0,1.0,1,0,0,0,1,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,-0.7594994700220973,-0.8503521090942348,-0.665855326481734,1968,2,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.0,-0.19911545607512543,-0.16655657970441226,-0.003806279590717332,2002,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium,0,0,1,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,-0.5428176512959348,-0.16655657970441226,-0.003806279590717332,1962,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7.0,-0.16175652181199396,-0.16655657970441226,-0.003806279590717332,2004,1,2,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.15428473495936768,0.3013035193517821,0.6582427673002993,2007,1,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,east-south,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,0.08481244432467364,-0.16655657970441226,-0.003806279590717332,2003,1,2,0,0,1,1.0,1.0,1,0,0,0,1,0,1,0,unknown,Medium,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2.0,-0.6100637329695714,-0.6524112979550757,-0.665855326481734,1940,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,1978,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,1796.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-0.6324790935274504,-0.7243897747329517,-0.665855326481734,1984,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,north,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,-0.7146687489063395,-0.16655657970441226,-0.665855326481734,1967,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,east,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3.0,-0.25888975089613575,-0.14856196050994325,-0.003806279590717332,2013,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,south,Medium,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.28130511145401466,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,-0.2962486851592672,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.5278740775906823,-0.16655657970441226,-0.665855326481734,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,-0.3111922588645198,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.28130511145401466,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-0.28130511145401466,-0.16655657970441226,-0.003806279590717332,1998,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4.0,-0.5278740775906823,-0.16655657970441226,-0.665855326481734,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-0.5278740775906823,-0.16655657970441226,-0.665855326481734,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.0,-0.5278740775906823,-0.16655657970441226,-0.665855326481734,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.28130511145401466,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,1998,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-0.28877689830664094,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6.0,-0.26636153774876203,-0.16655657970441226,-0.665855326481734,1994,1,2,0,0,1,0.0,1.0,1,0,0,0,1,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,-0.23647439033825687,-0.16655657970441226,-0.003806279590717332,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.23647439033825687,-0.16655657970441226,-0.003806279590717332,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.2215308166330043,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,-0.2215308166330043,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.2215308166330043,-0.16655657970441226,-0.003806279590717332,1994,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,-0.214059029780378,-0.16655657970441226,-0.003806279590717332,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.0,-0.23647439033825687,-0.16655657970441226,-0.003806279590717332,1999,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.3709665536855301,0.049378850629215904,0.6582427673002993,1970,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,-0.3037204720118935,-0.13056734131547423,-0.003806279590717332,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.32613583256977235,-0.16655657970441226,-0.003806279590717332,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0,-0.32613583256977235,-0.16655657970441226,-0.003806279590717332,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.0,-0.32613583256977235,-0.16655657970441226,-0.003806279590717332,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-0.24394617719088318,-0.05858886453759818,-0.003806279590717332,1981,1,2,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.0,0.02503814950366331,-0.16655657970441226,-0.665855326481734,1993,1,2,1,0,2,0.0,0.0,1,1,0,0,0,0,1,0,unknown,Low,0,0,1,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.0,-0.0496797190225996,-0.16655657970441226,-0.003806279590717332,2004,1,2,0,0,1,1.0,1.0,0,0,1,0,0,0,1,0,south,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-0.6623662409379555,-0.16655657970441226,-0.003806279590717332,1951,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.6100637329695714,-0.16655657970441226,-0.003806279590717332,1956,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,east,Low,0,1,0,1308.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.2738333246013883,-0.16655657970441226,0.6582427673002993,1978,1,1,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,0.19688924711406802,0.33729275774072015,0.6582427673002993,2003,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,north-south,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-0.5353458644433086,-0.16655657970441226,-0.665855326481734,1975,1,2,0,0,1,1.0,0.0,0,0,0,0,1,0,1,0,unknown,Low,0,1,0,1617.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.0,-0.42326906165391415,-0.16655657970441226,-1.3279043733727507,2001,1,2,0,0,1,0.0,1.0,1,0,0,0,1,0,0,1,unknown,Medium-Low,0,1,0,2197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-0.16175652181199396,-0.02259962614866015,-0.003806279590717332,1996,2,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,1827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
