floor,sq_mt_built,sq_mt_useful,n_rooms,built_year,has_terrace,has_balcony,is_renewal_needed,has_garden,has_lift,has_ac,has_pool,has_parking,house_type_Casa,house_type_Dúplex,house_type_Piso,house_type_Ático,heating_type_central,heating_type_individual,heating_type_unknown,orientation,price_category,is_exterior_0,is_exterior_1,is_exterior_2,price_per_m2,is_district__1,is_district__2,is_district__3,is_district__4,is_district__5,is_district__6,is_district__7,is_district__8,is_district__9,is_district__10,is_district__11,is_district__12,is_district__13,is_district__14,is_district__15,is_district__17,is_district__18,is_district__19,is_district__20,is_district__21,is_ernegy_certificate__A,is_ernegy_certificate__B,is_ernegy_certificate__C,is_ernegy_certificate__D,is_ernegy_certificate__E,is_ernegy_certificate__F,is_ernegy_certificate__G
1.0,-0.6623662409379555,-0.16655657970441226,-1.3279043733727507,1994,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,-0.1393411612541151,0.08536808901815393,-0.003806279590717332,2007,1,2,0,0,1,1.0,1.0,1,0,0,0,1,0,1,0,unknown,Medium,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.5951201592643188,-0.16655657970441226,-1.3279043733727507,2006,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,east,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,-0.23647439033825687,0.15734656579602999,-0.003806279590717332,2006,1,2,0,0,1,1.0,1.0,1,0,0,1,0,0,1,0,east-south,Medium,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,-0.4083254879486616,-0.16655657970441226,-0.665855326481734,2003,2,2,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.7445558963168447,-0.16655657970441226,-0.665855326481734,1972,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.6997251752010869,-0.16655657970441226,-0.003806279590717332,1957,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.42326906165391415,-0.16655657970441226,0.6582427673002993,1964,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.7221405357589659,-0.16655657970441226,-0.665855326481734,1965,2,1,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.7221405357589659,-0.16655657970441226,-0.665855326481734,1964,2,2,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,-0.57270479870644,-0.16655657970441226,-0.003806279590717332,1975,1,2,0,0,2,1.0,0.0,0,0,0,1,0,0,1,0,west,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.6623662409379555,-0.6524112979550757,-0.665855326481734,1973,2,2,0,0,2,0.0,0.0,0,0,0,1,0,0,0,1,west,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.15428473495936768,0.3192981385462511,0.6582427673002993,1953,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.677309814643208,-0.8323574898997658,-0.665855326481734,2006,2,2,1,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.4083254879486616,-0.02259962614866015,-0.003806279590717332,1964,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,-0.3037204720118935,-0.14856196050994325,-0.003806279590717332,1981,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.4680997827696719,-0.16655657970441226,0.6582427673002993,1964,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.6474226672327029,-0.16655657970441226,-0.003806279590717332,1970,2,1,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.10198222699098364,-0.02259962614866015,-0.003806279590717332,1988,2,2,0,0,1,0.0,0.0,1,0,0,1,0,0,1,0,north-south,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.38591012739078273,-0.07658348373206719,-0.665855326481734,2001,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,west,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.1468129481067414,-0.16655657970441226,0.6582427673002993,1985,1,2,0,0,1,0.0,0.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.4979869301801771,-0.3285081524546334,-1.3279043733727507,1985,1,1,0,0,1,1.0,0.0,1,0,1,0,0,0,1,0,east-south,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.5876483724116925,-0.6704059171495447,-0.003806279590717332,1953,1,1,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,north-south-west,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.18417188236987284,-0.27452429487122637,-0.665855326481734,2000,2,1,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,north-east,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,-0.3634947668329038,-0.16655657970441226,-0.003806279590717332,1986,1,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,south,Medium-Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.520402290738056,-0.3465027716491024,-0.665855326481734,1994,2,2,0,0,1,0.0,0.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.7221405357589659,-0.7963682515108278,-0.665855326481734,1951,2,2,0,0,0,1.0,0.0,0,0,1,0,0,0,1,0,unknown,Low,1,0,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.5278740775906823,-0.5444435827882615,-0.665855326481734,1940,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.35602297998027754,-0.2205404372878193,-0.003806279590717332,1989,1,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,north-south,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,-0.3111922588645198,0.12135732740709196,-0.003806279590717332,1992,1,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,east,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,-0.4606279959170456,-0.29251891406569536,-0.665855326481734,1964,1,1,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,south,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.5428176512959348,-0.16655657970441226,-0.003806279590717332,1967,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.5502894381485611,-0.16655657970441226,-0.003806279590717332,1957,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.4606279959170456,-0.4184812484269785,-0.665855326481734,1985,1,2,0,0,0,1.0,1.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.5502894381485611,-0.16655657970441226,-0.665855326481734,1993,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.26636153774876203,-0.16655657970441226,-0.003806279590717332,1988,1,2,0,0,1,0.0,1.0,1,0,0,1,0,0,0,1,unknown,Medium,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.0,-0.45315620906441934,-0.16655657970441226,-0.665855326481734,2003,2,2,0,0,1,0.0,1.0,1,0,0,1,0,0,1,0,east,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.57270479870644,-0.5084543443993236,-0.003806279590717332,1969,1,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,-0.6698380277905818,-0.16655657970441226,-0.003806279590717332,1959,2,2,1,0,1,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.5577612250011874,-0.16655657970441226,-0.003806279590717332,1959,2,2,1,0,2,0.0,0.0,0,0,0,1,0,0,0,1,south,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5,-0.6847816014958343,-0.6884005363440137,-0.003806279590717332,1960,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.42326906165391415,-0.11257272212100522,0.6582427673002993,1977,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,east,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.57270479870644,-0.4184812484269785,-0.003806279590717332,1972,2,1,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,east,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.5876483724116925,-0.5084543443993236,-0.665855326481734,1968,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.4755715696222982,-0.16655657970441226,-0.003806279590717332,1967,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.42326906165391415,-0.16655657970441226,-0.003806279590717332,1983,2,2,0,0,1,0.0,0.0,1,0,0,1,0,1,0,0,east-south,Medium-Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.4755715696222982,-0.16655657970441226,-0.665855326481734,1951,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.08703865328573106,0.10336270821262294,-0.003806279590717332,2002,2,2,0,0,1,1.0,1.0,1,0,1,0,0,0,1,0,east-south,Medium,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.6100637329695714,-0.5084543443993236,-0.665855326481734,1985,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.4905151433275508,-0.2205404372878193,-0.003806279590717332,1974,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.45315620906441934,-0.18455119889888127,-0.003806279590717332,1981,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.6922533883484606,-0.7243897747329517,-0.003806279590717332,1958,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,east,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.677309814643208,-0.6524112979550757,-0.665855326481734,1950,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.3111922588645198,0.03138423143474689,-0.003806279590717332,1995,1,2,0,0,1,1.0,0.0,1,0,0,0,1,0,1,0,east,Medium,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1.1532779642502333,3.4503618783838594,0.6582427673002993,1930,1,2,0,0,2,1.0,0.0,1,1,0,0,0,0,1,0,north,Medium-High,0,0,1,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.908935207074623,-1.192249873789146,-1.3279043733727507,1964,2,2,0,0,2,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.8715762728114916,-0.16655657970441226,-1.3279043733727507,1915,2,2,1,0,2,1.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.5577612250011874,-0.16655657970441226,-0.003806279590717332,1980,1,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,north-south,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.34855119312765126,-0.16655657970441226,-0.003806279590717332,1986,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,west,Medium-Low,0,0,1,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.6399508803800766,-0.16655657970441226,-0.665855326481734,1964,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,-0.5876483724116925,-0.16655657970441226,-0.003806279590717332,1967,1,2,1,0,1,0.0,0.0,0,0,0,1,0,0,1,0,north-west,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.5353458644433086,-0.16655657970441226,-0.003806279590717332,1957,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.4606279959170456,-0.4184812484269785,-1.3279043733727507,2008,1,2,0,0,1,1.0,0.0,0,0,0,0,1,0,1,0,north-south,Medium-Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.15428473495936768,0.03138423143474689,0.6582427673002993,1964,1,2,0,0,1,0.0,0.0,0,0,1,0,0,0,0,1,unknown,Medium-Low,0,0,1,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.6548944540853292,-0.5984274403716686,-0.003806279590717332,1984,1,2,1,0,0,1.0,0.0,1,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.6847816014958343,-0.16655657970441226,-0.665855326481734,1957,2,2,1,0,2,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.5951201592643188,-0.4184812484269785,-0.665855326481734,1961,1,2,1,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.48304335647492447,-0.4544704868159165,-0.665855326481734,1988,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.32613583256977235,0.15734656579602999,-0.003806279590717332,1965,2,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,1,west,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,-0.5502894381485611,-0.16655657970441226,-0.003806279590717332,1960,2,2,1,0,1,0.0,0.0,0,0,0,1,0,0,1,0,north-east,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.027264358464720726,-0.16655657970441226,0.6582427673002993,1992,1,1,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,east-south,Medium,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5054587170328033,-0.43647586762144747,-0.003806279590717332,1974,2,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.4979869301801771,-0.18455119889888127,-0.665855326481734,1966,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.4680997827696719,-0.16655657970441226,-0.665855326481734,1993,2,2,0,0,2,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.57270479870644,-0.16655657970441226,-0.003806279590717332,1961,2,2,1,0,1,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-0.6250073066748241,-0.16655657970441226,-0.665855326481734,1955,2,2,0,0,0,1.0,0.0,1,0,0,1,0,0,1,0,south,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.0,-0.16175652181199396,0.49924433049094125,0.6582427673002993,1991,1,2,0,0,1,1.0,0.0,1,0,0,1,0,0,1,0,unknown,Medium-Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.6399508803800766,-0.5444435827882615,-0.003806279590717332,1965,1,2,1,0,0,1.0,0.0,0,0,0,1,0,0,1,0,north-east-west,Low,0,1,0,2076.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.7221405357589659,-0.8863413474831728,-1.3279043733727507,1965,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,-0.4905151433275508,-0.2025458180933503,-0.003806279590717332,1958,2,2,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,-0.6922533883484606,-0.16655657970441226,-1.3279043733727507,1959,2,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,north-east,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.6175355198221978,-0.5444435827882615,-0.665855326481734,1915,2,2,0,0,0,1.0,0.0,0,0,1,0,0,0,1,0,west,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,-0.34855119312765126,-0.05858886453759818,-0.003806279590717332,1987,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,-0.5577612250011874,-0.3465027716491024,-0.003806279590717332,1968,1,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.41579727480128786,-0.27452429487122637,-0.003806279590717332,1972,1,2,0,0,1,1.0,0.0,0,0,0,1,0,0,1,0,south,Medium-Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.7221405357589659,-0.7243897747329517,-0.003806279590717332,1971,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,south,Low,0,1,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-0.6025919461169451,-0.4724651060103855,-0.003806279590717332,1971,1,1,1,0,2,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.3037204720118935,-0.02259962614866015,-0.003806279590717332,1970,1,1,0,0,0,1.0,0.0,0,0,0,0,1,0,1,0,south,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.6922533883484606,-0.8683467282887039,-0.665855326481734,1960,2,1,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,north,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-0.4680997827696719,-0.16655657970441226,-0.003806279590717332,1971,1,1,0,0,0,1.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1983.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.7146687489063395,-0.16655657970441226,-0.665855326481734,1945,2,2,0,0,0,1.0,0.0,0,0,0,1,0,0,0,1,east-west,Low,0,1,0,1896.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.2738333246013883,0.13935194660156097,-0.003806279590717332,1987,1,2,1,0,1,0.0,0.0,0,0,0,1,0,0,1,0,all,Medium-Low,0,1,0,2081.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.7669712568747236,-0.8863413474831728,-0.665855326481734,1957,2,2,0,0,2,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,0,0,1,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.8416891254009865,-0.16655657970441226,-1.3279043733727507,1964,2,2,1,0,2,0.0,0.0,0,0,0,1,0,0,0,1,unknown,Low,1,0,0,2007.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,-0.5502894381485611,-0.16655657970441226,-0.003806279590717332,1977,1,2,0,0,1,0.0,0.0,0,0,0,1,0,0,1,0,unknown,Low,0,1,0,1574.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
